game_key,n_market_types,series
26AUG05GPAMIR,9,KXCOPADOBRASIL1H|KXCOPADOBRASIL1HBTTS|KXCOPADOBRASIL1HSPREAD|KXCOPADOBRASIL1HTOTAL|KXCOPADOBRASILADVANCE|KXCOPADOBRASILBTTS|KXCOPADOBRASILGAME|KXCOPADOBRASILSPREAD|KXCOPADOBRASILTOTAL
26AUG05CRUCHA,9,KXCOPADOBRASIL1H|KXCOPADOBRASIL1HBTTS|KXCOPADOBRASIL1HSPREAD|KXCOPADOBRASIL1HTOTAL|KXCOPADOBRASILADVANCE|KXCOPADOBRASILBTTS|KXCOPADOBRASILGAME|KXCOPADOBRASILSPREAD|KXCOPADOBRASILTOTAL
26AUG04CRSAN,9,KXCOPADOBRASIL1H|KXCOPADOBRASIL1HBTTS|KXCOPADOBRASIL1HSPREAD|KXCOPADOBRASIL1HTOTAL|KXCOPADOBRASILADVANCE|KXCOPADOBRASILBTTS|KXCOPADOBRASILGAME|KXCOPADOBRASILSPREAD|KXCOPADOBRASILTOTAL
26AUG04JUVATL,9,KXCOPADOBRASIL1H|KXCOPADOBRASIL1HBTTS|KXCOPADOBRASIL1HSPREAD|KXCOPADOBRASIL1HTOTAL|KXCOPADOBRASILADVANCE|KXCOPADOBRASILBTTS|KXCOPADOBRASILGAME|KXCOPADOBRASILSPREAD|KXCOPADOBRASILTOTAL
26AUG10PSCCON,8,KXBRASILEIROC1H|KXBRASILEIROC1HBTTS|KXBRASILEIROC1HSPREAD|KXBRASILEIROC1HTOTAL|KXBRASILEIROCBTTS|KXBRASILEIROCGAME|KXBRASILEIROCSPREAD|KXBRASILEIROCTOTAL
26AUG10AFCGUA,8,KXBRASILEIROC1H|KXBRASILEIROC1HBTTS|KXBRASILEIROC1HSPREAD|KXBRASILEIROC1HTOTAL|KXBRASILEIROCBTTS|KXBRASILEIROCGAME|KXBRASILEIROCSPREAD|KXBRASILEIROCTOTAL
26AUG10GGOLON,8,KXBRASILEIROB1H|KXBRASILEIROB1HBTTS|KXBRASILEIROB1HSPREAD|KXBRASILEIROB1HTOTAL|KXBRASILEIROBBTTS|KXBRASILEIROBGAME|KXBRASILEIROBSPREAD|KXBRASILEIROBTOTAL
26AUG09MARBRU,8,KXBRASILEIROC1H|KXBRASILEIROC1HBTTS|KXBRASILEIROC1HSPREAD|KXBRASILEIROC1HTOTAL|KXBRASILEIROCBTTS|KXBRASILEIROCGAME|KXBRASILEIROCSPREAD|KXBRASILEIROCTOTAL
26AUG09ITACAX,8,KXBRASILEIROC1H|KXBRASILEIROC1HBTTS|KXBRASILEIROC1HSPREAD|KXBRASILEIROC1HTOTAL|KXBRASILEIROCBTTS|KXBRASILEIROCGAME|KXBRASILEIROCSPREAD|KXBRASILEIROCTOTAL
26AUG09CUIFOR,8,KXBRASILEIROB1H|KXBRASILEIROB1HBTTS|KXBRASILEIROB1HSPREAD|KXBRASILEIROB1HTOTAL|KXBRASILEIROBBTTS|KXBRASILEIROBGAME|KXBRASILEIROBSPREAD|KXBRASILEIROBTOTAL
26AUG09YRSFLO,8,KXBRASILEIROC1H|KXBRASILEIROC1HBTTS|KXBRASILEIROC1HSPREAD|KXBRASILEIROC1HTOTAL|KXBRASILEIROCBTTS|KXBRASILEIROCGAME|KXBRASILEIROCSPREAD|KXBRASILEIROCTOTAL
26AUG09MRNAMA,8,KXBRASILEIROC1H|KXBRASILEIROC1HBTTS|KXBRASILEIROC1HSPREAD|KXBRASILEIROC1HTOTAL|KXBRASILEIROCBTTS|KXBRASILEIROCGAME|KXBRASILEIROCSPREAD|KXBRASILEIROCTOTAL
26AUG09NAUGOI,8,KXBRASILEIROB1H|KXBRASILEIROB1HBTTS|KXBRASILEIROB1HSPREAD|KXBRASILEIROB1HTOTAL|KXBRASILEIROBBTTS|KXBRASILEIROBGAME|KXBRASILEIROBSPREAD|KXBRASILEIROBTOTAL
26AUG09GRNJUV,8,KXBRASILEIROB1H|KXBRASILEIROB1HBTTS|KXBRASILEIROB1HSPREAD|KXBRASILEIROB1HTOTAL|KXBRASILEIROBBTTS|KXBRASILEIROBGAME|KXBRASILEIROBSPREAD|KXBRASILEIROBTOTAL
26AUG09ATHCRI,8,KXBRASILEIROB1H|KXBRASILEIROB1HBTTS|KXBRASILEIROB1HSPREAD|KXBRASILEIROB1HTOTAL|KXBRASILEIROBBTTS|KXBRASILEIROBGAME|KXBRASILEIROBSPREAD|KXBRASILEIROBTOTAL
26AUG08ITUBRR,8,KXBRASILEIROC1H|KXBRASILEIROC1HBTTS|KXBRASILEIROC1HSPREAD|KXBRASILEIROC1HTOTAL|KXBRASILEIROCBTTS|KXBRASILEIROCGAME|KXBRASILEIROCSPREAD|KXBRASILEIROCTOTAL
26AUG08INTVOR,8,KXBRASILEIROC1H|KXBRASILEIROC1HBTTS|KXBRASILEIROC1HSPREAD|KXBRASILEIROC1HTOTAL|KXBRASILEIROCBTTS|KXBRASILEIROCGAME|KXBRASILEIROCSPREAD|KXBRASILEIROCTOTAL
26AUG08BOTAMG,8,KXBRASILEIROB1H|KXBRASILEIROB1HBTTS|KXBRASILEIROB1HSPREAD|KXBRASILEIROB1HTOTAL|KXBRASILEIROBBTTS|KXBRASILEIROBGAME|KXBRASILEIROBSPREAD|KXBRASILEIROBTOTAL
26AUG08FIGARA,8,KXBRASILEIROC1H|KXBRASILEIROC1HBTTS|KXBRASILEIROC1HSPREAD|KXBRASILEIROC1HTOTAL|KXBRASILEIROCBTTS|KXBRASILEIROCGAME|KXBRASILEIROCSPREAD|KXBRASILEIROCTOTAL
26AUG08BFCSTC,8,KXBRASILEIROC1H|KXBRASILEIROC1HBTTS|KXBRASILEIROC1HSPREAD|KXBRASILEIROC1HTOTAL|KXBRASILEIROCBTTS|KXBRASILEIROCGAME|KXBRASILEIROCSPREAD|KXBRASILEIROCTOTAL
26AUG08VINREC,8,KXBRASILEIROB1H|KXBRASILEIROB1HBTTS|KXBRASILEIROB1HSPREAD|KXBRASILEIROB1HTOTAL|KXBRASILEIROBBTTS|KXBRASILEIROBGAME|KXBRASILEIROBSPREAD|KXBRASILEIROBTOTAL
26AUG07CEAPON,8,KXBRASILEIROB1H|KXBRASILEIROB1HBTTS|KXBRASILEIROB1HSPREAD|KXBRASILEIROB1HTOTAL|KXBRASILEIROBBTTS|KXBRASILEIROBGAME|KXBRASILEIROBSPREAD|KXBRASILEIROBTOTAL
26AUG07FERSBE,8,KXBRASILEIROB1H|KXBRASILEIROB1HBTTS|KXBRASILEIROB1HSPREAD|KXBRASILEIROB1HTOTAL|KXBRASILEIROBBTTS|KXBRASILEIROBGAME|KXBRASILEIROBSPREAD|KXBRASILEIROBTOTAL
26AUG06TLAADO,8,KXLIGAEXP1H|KXLIGAEXP1HBTTS|KXLIGAEXP1HSPREAD|KXLIGAEXP1HTOTAL|KXLIGAEXPBTTS|KXLIGAEXPGAME|KXLIGAEXPSPREAD|KXLIGAEXPTOTAL
26AUG05LASOAK,8,KXUSL1H|KXUSL1HBTTS|KXUSL1HSPREAD|KXUSL1HTOTAL|KXUSLBTTS|KXUSLGAME|KXUSLSPREAD|KXUSLTOTAL
26AUG05PASMON,8,KXUSL1H|KXUSL1HBTTS|KXUSL1HSPREAD|KXUSL1HTOTAL|KXUSLBTTS|KXUSLGAME|KXUSLSPREAD|KXUSLTOTAL
26AUG05FENSTU,8,KXUCL1H|KXUCL1HBTTS|KXUCL1HSPREAD|KXUCL1HTOTAL|KXUCLBTTS|KXUCLGAME|KXUCLSPREAD|KXUCLTOTAL
26AUG05AGFSBH,8,KXUCL1H|KXUCL1HBTTS|KXUCL1HSPREAD|KXUCL1HTOTAL|KXUCLBTTS|KXUCLGAME|KXUCLSPREAD|KXUCLTOTAL
26AUG04USGBOG,8,KXUCL1H|KXUCL1HBTTS|KXUCL1HSPREAD|KXUCL1HTOTAL|KXUCLBTTS|KXUCLGAME|KXUCLSPREAD|KXUCLTOTAL
26AUG04SPAOL,8,KXUCL1H|KXUCL1HBTTS|KXUCL1HSPREAD|KXUCL1HTOTAL|KXUCLBTTS|KXUCLGAME|KXUCLSPREAD|KXUCLTOTAL
26AUG04OLYNIJ,8,KXUCL1H|KXUCL1HBTTS|KXUCL1HSPREAD|KXUCL1HTOTAL|KXUCLBTTS|KXUCLGAME|KXUCLSPREAD|KXUCLTOTAL
26AUG04DINKAZ,8,KXUCL1H|KXUCL1HBTTS|KXUCL1HSPREAD|KXUCL1HTOTAL|KXUCLBTTS|KXUCLGAME|KXUCLSPREAD|KXUCLTOTAL
26AUG04ARACEL,8,KXUCL1H|KXUCL1HBTTS|KXUCL1HSPREAD|KXUCL1HTOTAL|KXUCLBTTS|KXUCLGAME|KXUCLSPREAD|KXUCLTOTAL
26AUG04LEVALM,8,KXUCL1H|KXUCL1HBTTS|KXUCL1HSPREAD|KXUCL1HTOTAL|KXUCLBTTS|KXUCLGAME|KXUCLSPREAD|KXUCLTOTAL
26AUG04HBSCZV,8,KXUCL1H|KXUCL1HBTTS|KXUCL1HSPREAD|KXUCL1HTOTAL|KXUCLBTTS|KXUCLGAME|KXUCLSPREAD|KXUCLTOTAL
26AUG04MJASLO,8,KXUCL1H|KXUCL1HBTTS|KXUCL1HSPREAD|KXUCL1HTOTAL|KXUCLBTTS|KXUCLGAME|KXUCLSPREAD|KXUCLTOTAL
26JUL25DRDCAN,8,KXLIGAEXP1H|KXLIGAEXP1HBTTS|KXLIGAEXP1HSPREAD|KXLIGAEXP1HTOTAL|KXLIGAEXPBTTS|KXLIGAEXPGAME|KXLIGAEXPSPREAD|KXLIGAEXPTOTAL
26JUL24BIRNEW,8,KXUSL1H|KXUSL1HBTTS|KXUSL1HSPREAD|KXUSL1HTOTAL|KXUSLBTTS|KXUSLGAME|KXUSLSPREAD|KXUSLTOTAL
26AUG06CARARI,6,KXNFLGAME|KXNFLPASSYDS|KXNFLRSHYDS|KXNFLSPREAD|KXNFLTD|KXNFLTOTAL
26AUG06LVIND,6,KXWNBA1HWINNER|KXWNBA2HWINNER|KXWNBAGAME|KXWNBAOT|KXWNBASPREAD|KXWNBATOTAL
26AUG05LACHI,6,KXWNBA1HWINNER|KXWNBA2HWINNER|KXWNBAGAME|KXWNBAOT|KXWNBASPREAD|KXWNBATOTAL
26AUG05SEANY,6,KXWNBA1HWINNER|KXWNBA2HWINNER|KXWNBAGAME|KXWNBAOT|KXWNBASPREAD|KXWNBATOTAL
26AUG05PHXATL,6,KXWNBA1HWINNER|KXWNBA2HWINNER|KXWNBAGAME|KXWNBAOT|KXWNBASPREAD|KXWNBATOTAL
26AUG10PAEXC,5,KXEFLCUPADVANCE|KXEFLCUPBTTS|KXEFLCUPGAME|KXEFLCUPSPREAD|KXEFLCUPTOTAL
26AUG09BENRAV,5,KXCOPPAITALIAADVANCE|KXCOPPAITALIABTTS|KXCOPPAITALIAGAME|KXCOPPAITALIASPREAD|KXCOPPAITALIATOTAL
26AUG09AREUNI,5,KXCOPPAITALIAADVANCE|KXCOPPAITALIABTTS|KXCOPPAITALIAGAME|KXCOPPAITALIASPREAD|KXCOPPAITALIATOTAL
26AUG09MATSHU,5,KXEFLCUPADVANCE|KXEFLCUPBTTS|KXEFLCUPGAME|KXEFLCUPSPREAD|KXEFLCUPTOTAL
26AUG08ASCPOT,5,KXCOPPAITALIAADVANCE|KXCOPPAITALIABTTS|KXCOPPAITALIAGAME|KXCOPPAITALIASPREAD|KXCOPPAITALIATOTAL
26AUG08VICCAT,5,KXCOPPAITALIAADVANCE|KXCOPPAITALIABTTS|KXCOPPAITALIAGAME|KXCOPPAITALIASPREAD|KXCOPPAITALIATOTAL
26AUG08ROTWBA,5,KXEFLCUPADVANCE|KXEFLCUPBTTS|KXEFLCUPGAME|KXEFLCUPSPREAD|KXEFLCUPTOTAL
26AUG08COLSOU,5,KXEFLCUPADVANCE|KXEFLCUPBTTS|KXEFLCUPGAME|KXEFLCUPSPREAD|KXEFLCUPTOTAL
26AUG08CHTCHA,5,KXEFLCUPADVANCE|KXEFLCUPBTTS|KXEFLCUPGAME|KXEFLCUPSPREAD|KXEFLCUPTOTAL
26AUG08WIMNC,5,KXEFLCUPADVANCE|KXEFLCUPBTTS|KXEFLCUPGAME|KXEFLCUPSPREAD|KXEFLCUPTOTAL
26AUG08WHUPOR,5,KXEFLCUPADVANCE|KXEFLCUPBTTS|KXEFLCUPGAME|KXEFLCUPSPREAD|KXEFLCUPTOTAL
26AUG08WATCRA,5,KXEFLCUPADVANCE|KXEFLCUPBTTS|KXEFLCUPGAME|KXEFLCUPSPREAD|KXEFLCUPTOTAL
26AUG08SWABC,5,KXEFLCUPADVANCE|KXEFLCUPBTTS|KXEFLCUPGAME|KXEFLCUPSPREAD|KXEFLCUPTOTAL
26AUG08STODR,5,KXEFLCUPADVANCE|KXEFLCUPBTTS|KXEFLCUPGAME|KXEFLCUPSPREAD|KXEFLCUPTOTAL
26AUG08STKOLD,5,KXEFLCUPADVANCE|KXEFLCUPBTTS|KXEFLCUPGAME|KXEFLCUPSPREAD|KXEFLCUPTOTAL
26AUG08SHWBOL,5,KXEFLCUPADVANCE|KXEFLCUPBTTS|KXEFLCUPGAME|KXEFLCUPSPREAD|KXEFLCUPTOTAL
26AUG08SALSHR,5,KXEFLCUPADVANCE|KXEFLCUPBTTS|KXEFLCUPGAME|KXEFLCUPSPREAD|KXEFLCUPTOTAL
26AUG08PNEHUD,5,KXEFLCUPADVANCE|KXEFLCUPBTTS|KXEFLCUPGAME|KXEFLCUPSPREAD|KXEFLCUPTOTAL
26AUG08NORMKD,5,KXEFLCUPADVANCE|KXEFLCUPBTTS|KXEFLCUPGAME|KXEFLCUPSPREAD|KXEFLCUPTOTAL
26AUG08LEYOXU,5,KXEFLCUPADVANCE|KXEFLCUPBTTS|KXEFLCUPGAME|KXEFLCUPSPREAD|KXEFLCUPTOTAL
26AUG08LEINOT,5,KXEFLCUPADVANCE|KXEFLCUPBTTS|KXEFLCUPGAME|KXEFLCUPSPREAD|KXEFLCUPTOTAL
26AUG08GRIBLP,5,KXEFLCUPADVANCE|KXEFLCUPBTTS|KXEFLCUPGAME|KXEFLCUPSPREAD|KXEFLCUPTOTAL
26AUG08GILLUT,5,KXEFLCUPADVANCE|KXEFLCUPBTTS|KXEFLCUPGAME|KXEFLCUPSPREAD|KXEFLCUPTOTAL
26AUG08FLECHE,5,KXEFLCUPADVANCE|KXEFLCUPBTTS|KXEFLCUPGAME|KXEFLCUPSPREAD|KXEFLCUPTOTAL
26AUG08DERLIC,5,KXEFLCUPADVANCE|KXEFLCUPBTTS|KXEFLCUPGAME|KXEFLCUPSPREAD|KXEFLCUPTOTAL
26AUG08CREACS,5,KXEFLCUPADVANCE|KXEFLCUPBTTS|KXEFLCUPGAME|KXEFLCUPSPREAD|KXEFLCUPTOTAL
26AUG08CARSWI,5,KXEFLCUPADVANCE|KXEFLCUPBTTS|KXEFLCUPGAME|KXEFLCUPSPREAD|KXEFLCUPTOTAL
26AUG08BURNOC,5,KXEFLCUPADVANCE|KXEFLCUPBTTS|KXEFLCUPGAME|KXEFLCUPSPREAD|KXEFLCUPTOTAL
26AUG08BURABLA,5,KXEFLCUPADVANCE|KXEFLCUPBTTS|KXEFLCUPGAME|KXEFLCUPSPREAD|KXEFLCUPTOTAL
26AUG08BRPET,5,KXEFLCUPADVANCE|KXEFLCUPBTTS|KXEFLCUPGAME|KXEFLCUPSPREAD|KXEFLCUPTOTAL
26AUG08BROREA,5,KXEFLCUPADVANCE|KXEFLCUPBTTS|KXEFLCUPGAME|KXEFLCUPSPREAD|KXEFLCUPTOTAL
26AUG08BRAROC,5,KXEFLCUPADVANCE|KXEFLCUPBTTS|KXEFLCUPGAME|KXEFLCUPSPREAD|KXEFLCUPTOTAL
26AUG08BARWIG,5,KXEFLCUPADVANCE|KXEFLCUPBTTS|KXEFLCUPGAME|KXEFLCUPSPREAD|KXEFLCUPTOTAL
26AUG08QPRMIL,5,KXEFLCUPADVANCE|KXEFLCUPBTTS|KXEFLCUPGAME|KXEFLCUPSPREAD|KXEFLCUPTOTAL
26AUG08CAMBAR,5,KXEFLCUPADVANCE|KXEFLCUPBTTS|KXEFLCUPGAME|KXEFLCUPSPREAD|KXEFLCUPTOTAL
26AUG07MIDWRE,5,KXEFLCUPADVANCE|KXEFLCUPBTTS|KXEFLCUPGAME|KXEFLCUPSPREAD|KXEFLCUPTOTAL
26AUG07WYWSTE,5,KXEFLCUPADVANCE|KXEFLCUPBTTS|KXEFLCUPGAME|KXEFLCUPSPREAD|KXEFLCUPTOTAL
26AUG07WOLPVA,5,KXEFLCUPADVANCE|KXEFLCUPBTTS|KXEFLCUPGAME|KXEFLCUPSPREAD|KXEFLCUPTOTAL
26AUG05JUVTOR,5,KXUCLWADVANCE|KXUCLWBTTS|KXUCLWGAME|KXUCLWSPREAD|KXUCLWTOTAL
26AUG05SLARFC,5,KXUCLWADVANCE|KXUCLWBTTS|KXUCLWGAME|KXUCLWSPREAD|KXUCLWTOTAL
26AUG05KFVSMY,5,KXUCLWADVANCE|KXUCLWBTTS|KXUCLWGAME|KXUCLWSPREAD|KXUCLWTOTAL
26AUG05OHLZFK,5,KXUCLWADVANCE|KXUCLWBTTS|KXUCLWGAME|KXUCLWSPREAD|KXUCLWTOTAL
26AUG05SGEONI,5,KXUCLWADVANCE|KXUCLWBTTS|KXUCLWGAME|KXUCLWSPREAD|KXUCLWTOTAL
26AUG05RFCHJK,5,KXUCLWADVANCE|KXUCLWBTTS|KXUCLWGAME|KXUCLWSPREAD|KXUCLWTOTAL
26AUG05KOERIG,5,KXUCLWADVANCE|KXUCLWBTTS|KXUCLWGAME|KXUCLWSPREAD|KXUCLWTOTAL
26AUG05STPBYF,5,KXUCLWADVANCE|KXUCLWBTTS|KXUCLWGAME|KXUCLWSPREAD|KXUCLWTOTAL
26AUG05MURFAR,5,KXUCLWADVANCE|KXUCLWBTTS|KXUCLWGAME|KXUCLWSPREAD|KXUCLWTOTAL
26AUG05FTCPAO,5,KXUCLWADVANCE|KXUCLWBTTS|KXUCLWGAME|KXUCLWSPREAD|KXUCLWTOTAL
26AUG05APOCZS,5,KXUCLWADVANCE|KXUCLWBTTS|KXUCLWGAME|KXUCLWSPREAD|KXUCLWTOTAL
26AUG05HAMAPO,5,KXUCLWADVANCE|KXUCLWBTTS|KXUCLWGAME|KXUCLWSPREAD|KXUCLWTOTAL
26AUG05GINHOM,5,KXUCLWADVANCE|KXUCLWBTTS|KXUCLWGAME|KXUCLWSPREAD|KXUCLWTOTAL
26AUG05AJABRO,5,KXUCLWADVANCE|KXUCLWBTTS|KXUCLWGAME|KXUCLWSPREAD|KXUCLWTOTAL
26AUG05SCPSEA,5,KXUCLWADVANCE|KXUCLWBTTS|KXUCLWGAME|KXUCLWSPREAD|KXUCLWTOTAL
26AUG05VALMAL,5,KXUCLWADVANCE|KXUCLWBTTS|KXUCLWGAME|KXUCLWSPREAD|KXUCLWTOTAL
26AUG05SFKPSV,5,KXUCLWADVANCE|KXUCLWBTTS|KXUCLWGAME|KXUCLWSPREAD|KXUCLWTOTAL
26AUG05METFEN,5,KXUCLWADVANCE|KXUCLWBTTS|KXUCLWGAME|KXUCLWSPREAD|KXUCLWTOTAL
26AUG05FAKZNK,5,KXUCLWADVANCE|KXUCLWBTTS|KXUCLWGAME|KXUCLWSPREAD|KXUCLWTOTAL
26AUG05BRAKFF,5,KXUCLWADVANCE|KXUCLWBTTS|KXUCLWGAME|KXUCLWSPREAD|KXUCLWTOTAL
26AUG04BREAKT,5,KXUCLWADVANCE|KXUCLWBTTS|KXUCLWGAME|KXUCLWSPREAD|KXUCLWTOTAL
26AUG04DINSER,5,KXUCLWADVANCE|KXUCLWBTTS|KXUCLWGAME|KXUCLWSPREAD|KXUCLWTOTAL
26AUG09AMEPOR,4,KXLEAGUESCUPBTTS|KXLEAGUESCUPGAME|KXLEAGUESCUPSPREAD|KXLEAGUESCUPTOTAL
26AUG09SDTIJ,4,KXLEAGUESCUPBTTS|KXLEAGUESCUPGAME|KXLEAGUESCUPSPREAD|KXLEAGUESCUPTOTAL
26AUG09ATXPUE,4,KXLEAGUESCUPBTTS|KXLEAGUESCUPGAME|KXLEAGUESCUPSPREAD|KXLEAGUESCUPTOTAL
26AUG09NSHASL,4,KXLEAGUESCUPBTTS|KXLEAGUESCUPGAME|KXLEAGUESCUPSPREAD|KXLEAGUESCUPTOTAL
26AUG09CHISLA,4,KXLEAGUESCUPBTTS|KXLEAGUESCUPGAME|KXLEAGUESCUPSPREAD|KXLEAGUESCUPTOTAL
26AUG08THAMYA,4,KXASEANBTTS|KXASEANGAME|KXASEANSPREAD|KXASEANTOTAL
26AUG08MASPHI,4,KXASEANBTTS|KXASEANGAME|KXASEANSPREAD|KXASEANTOTAL
26AUG07VIECAM,4,KXASEANBTTS|KXASEANGAME|KXASEANSPREAD|KXASEANTOTAL
26AUG07SININA,4,KXASEANBTTS|KXASEANGAME|KXASEANSPREAD|KXASEANTOTAL
26AUG070530SSGNCD,4,KXKBOGAME|KXKBORFI|KXKBOSPREAD|KXKBOTOTAL
26AUG070530LOTKTW,4,KXKBOGAME|KXKBORFI|KXKBOSPREAD|KXKBOTOTAL
26AUG070530KIWHAN,4,KXKBOGAME|KXKBORFI|KXKBOSPREAD|KXKBOTOTAL
26AUG070530KIALG,4,KXKBOGAME|KXKBORFI|KXKBOSPREAD|KXKBOTOTAL
26AUG070530DOOSAM,4,KXKBOGAME|KXKBORFI|KXKBOSPREAD|KXKBOTOTAL
26AUG070500YAKYOM,4,KXNPBGAME|KXNPBRFI|KXNPBSPREAD|KXNPBTOTAL
26AUG070500TOHHOK,4,KXNPBGAME|KXNPBRFI|KXNPBSPREAD|KXNPBTOTAL
26AUG070500ORICHI,4,KXNPBGAME|KXNPBRFI|KXNPBSPREAD|KXNPBTOTAL
26AUG070500HIRYOK,4,KXNPBGAME|KXNPBRFI|KXNPBSPREAD|KXNPBTOTAL
26AUG070500FUKSAI,4,KXNPBGAME|KXNPBRFI|KXNPBSPREAD|KXNPBTOTAL
26AUG070500CHUHAN,4,KXNPBGAME|KXNPBRFI|KXNPBSPREAD|KXNPBTOTAL
26AUG06TORPDX,4,KXWNBA1HWINNER|KXWNBA2HWINNER|KXWNBAGAME|KXWNBAOT
26AUG06LENCOR,4,KXLIGAEXPBTTS|KXLIGAEXPGAME|KXLIGAEXPSPREAD|KXLIGAEXPTOTAL
26AUG06DRDMZA,4,KXLIGAEXPBTTS|KXLIGAEXPGAME|KXLIGAEXPSPREAD|KXLIGAEXPTOTAL
26AUG06LAMIN,4,KXWNBA1HWINNER|KXWNBA2HWINNER|KXWNBAGAME|KXWNBAOT
26AUG06UNILAN,4,KXARGPREMDIVBTTS|KXARGPREMDIVGAME|KXARGPREMDIVSPREAD|KXARGPREMDIVTOTAL
26AUG06CHIALI,4,KXDIMAYORBTTS|KXDIMAYORGAME|KXDIMAYORSPREAD|KXDIMAYORTOTAL
26AUG06AATCIE,4,KXPERLIGA1BTTS|KXPERLIGA1GAME|KXPERLIGA1SPREAD|KXPERLIGA1TOTAL
26AUG06TRFDRI,4,KXUECLBTTS|KXUECLGAME|KXUECLSPREAD|KXUECLTOTAL
26AUG06PARTOB,4,KXUECLBTTS|KXUECLGAME|KXUECLSPREAD|KXUECLTOTAL
26AUG06HIBSHK,4,KXUECLBTTS|KXUECLGAME|KXUECLSPREAD|KXUECLTOTAL
26AUG06RIJILV,4,KXUECLBTTS|KXUECLGAME|KXUECLSPREAD|KXUECLTOTAL
26AUG06BOHFCM,4,KXUECLBTTS|KXUECLGAME|KXUECLSPREAD|KXUECLTOTAL
26AUG06VALNJA,4,KXUECLBTTS|KXUECLGAME|KXUECLSPREAD|KXUECLTOTAL
26AUG06LUGNSI,4,KXUECLBTTS|KXUECLGAME|KXUECLSPREAD|KXUECLTOTAL
26AUG06BRADMI,4,KXUECLBTTS|KXUECLGAME|KXUECLSPREAD|KXUECLTOTAL
26AUG06BBLMAX,4,KXUECLBTTS|KXUECLGAME|KXUECLSPREAD|KXUECLTOTAL
26AUG06TWEDDS,4,KXUECLBTTS|KXUECLGAME|KXUECLSPREAD|KXUECLTOTAL
26AUG06HTAKAT,4,KXUECLBTTS|KXUECLGAME|KXUECLSPREAD|KXUECLTOTAL
26AUG06AJASHE,4,KXUECLBTTS|KXUECLGAME|KXUECLSPREAD|KXUECLTOTAL
26AUG06BEIFAK,4,KXUECLBTTS|KXUECLGAME|KXUECLSPREAD|KXUECLTOTAL
26AUG06ZALHAJ,4,KXUECLBTTS|KXUECLGAME|KXUECLSPREAD|KXUECLTOTAL
26AUG06SHFSTG,4,KXUECLBTTS|KXUECLGAME|KXUECLSPREAD|KXUECLTOTAL
26AUG06RFCGYO,4,KXUECLBTTS|KXUECLGAME|KXUECLSPREAD|KXUECLTOTAL
26AUG06IFKKAA,4,KXUECLBTTS|KXUECLGAME|KXUECLSPREAD|KXUECLTOTAL
26AUG06ESCTAF,4,KXUECLBTTS|KXUECLGAME|KXUECLSPREAD|KXUECLTOTAL
26AUG06DYKQAR,4,KXUECLBTTS|KXUECLGAME|KXUECLSPREAD|KXUECLTOTAL
26AUG06DEBFCC,4,KXUECLBTTS|KXUECLGAME|KXUECLSPREAD|KXUECLTOTAL
26AUG06CZEHIF,4,KXUECLBTTS|KXUECLGAME|KXUECLSPREAD|KXUECLTOTAL
26AUG06CFRTIL,4,KXUECLBTTS|KXUECLGAME|KXUECLSPREAD|KXUECLTOTAL
26AUG06PAISCR,4,KXUECLBTTS|KXUECLGAME|KXUECLSPREAD|KXUECLTOTAL
26AUG06HJKMOT,4,KXUECLBTTS|KXUECLGAME|KXUECLSPREAD|KXUECLTOTAL
26AUG06FKJRFS,4,KXUECLBTTS|KXUECLGAME|KXUECLSPREAD|KXUECLTOTAL
26AUG06FCNSIO,4,KXUECLBTTS|KXUECLGAME|KXUECLSPREAD|KXUECLTOTAL
26AUG06INTVAD,4,KXUECLBTTS|KXUECLGAME|KXUECLSPREAD|KXUECLTOTAL
26AUG060530NCDDOO,4,KXKBOGAME|KXKBORFI|KXKBOSPREAD|KXKBOTOTAL
26AUG060530LGSSG,4,KXKBOGAME|KXKBORFI|KXKBOSPREAD|KXKBOTOTAL
26AUG060530KTWKIA,4,KXKBOGAME|KXKBORFI|KXKBOSPREAD|KXKBOTOTAL
26AUG060530KIWLOT,4,KXKBOGAME|KXKBORFI|KXKBOSPREAD|KXKBOTOTAL
26AUG060530HANSAM,4,KXKBOGAME|KXKBORFI|KXKBOSPREAD|KXKBOTOTAL
26AUG060500YOMHIR,4,KXNPBGAME|KXNPBRFI|KXNPBSPREAD|KXNPBTOTAL
26AUG060500YAKCHU,4,KXNPBGAME|KXNPBRFI|KXNPBSPREAD|KXNPBTOTAL
26AUG060500TOHORI,4,KXNPBGAME|KXNPBRFI|KXNPBSPREAD|KXNPBTOTAL
26AUG060500HOKFUK,4,KXNPBGAME|KXNPBRFI|KXNPBSPREAD|KXNPBTOTAL
26AUG060445HANYOK,4,KXNPBGAME|KXNPBRFI|KXNPBSPREAD|KXNPBTOTAL
26AUG05DENNCC,4,KXNWSLBTTS|KXNWSLGAME|KXNWSLSPREAD|KXNWSLTOTAL
26AUG05OCAME,4,KXDIMAYORBTTS|KXDIMAYORGAME|KXDIMAYORSPREAD|KXDIMAYORTOTAL
26AUG05TIGCAB,4,KXARGPREMDIVBTTS|KXARGPREMDIVGAME|KXARGPREMDIVSPREAD|KXARGPREMDIVTOTAL
26AUG05INTJAG,4,KXDIMAYORBTTS|KXDIMAYORGAME|KXDIMAYORSPREAD|KXDIMAYORTOTAL
26AUG05QUIGEJ,4,KXARGNACBBTTS|KXARGNACBGAME|KXARGNACBSPREAD|KXARGNACBTOTAL
